"common_name","num_observed","observed_on"
"Scaldweed",1,"2020-08-03"
"scarlet pimpernel",1,"2020-08-03"
"seductive entodon moss",1,"2020-08-03"
"sensitive fern",3,"2020-08-03"
"shining sumac",1,"2020-08-03"
"showy goldeneye",1,"2020-08-03"
"showy tick-trefoil",1,"2020-08-03"
"shrubby St. John's-wort",2,"2020-08-03"
"Slender Path Rush",1,"2020-08-03"
"Slender Rosinweed",1,"2020-08-03"
"slender yellow woodsorrel",1,"2020-08-03"
"slippery elm",1,"2020-08-03"
"small white leek",1,"2020-08-03"
"smooth brome",1,"2020-08-03"
"smooth saw-sedge",1,"2020-08-03"
"smooth Solomon's seal",1,"2020-08-03"
"smooth sumac",1,"2020-08-03"
"Snake Plant",1,"2020-08-03"
"soft-stemmed bulrush",1,"2020-08-03"
"southern sword fern",1,"2020-08-03"
"Spider plant",1,"2020-08-03"
"Spotted deadnettle",1,"2020-08-03"
"spotted horse mint",1,"2020-08-03"
"spotted Joe-Pye weed",4,"2020-08-03"
"spotted knapweed",7,"2020-08-03"
"spotted lady's thumb",1,"2020-08-03"
"spreading dogbane",1,"2020-08-03"
"Spring Crocus",1,"2020-08-03"
"Spurred Gentian",2,"2020-08-03"
"staghorn sumac",4,"2020-08-03"
"star-flowered lily-of-the-valley",1,"2020-08-03"
"Steeplebush",1,"2020-08-03"
"stickseed",3,"2020-08-03"
"stinging nettle",1,"2020-08-03"
"straw-colored flatsedge",1,"2020-08-03"
"striped maple",1,"2020-08-03"
"sugar maple",5,"2020-08-03"
"sulphur cinquefoil",1,"2020-08-03"
"swamp aster",1,"2020-08-03"
"swamp loosestrife",2,"2020-08-03"
"swamp milkweed",5,"2020-08-03"
"swamp rose",2,"2020-08-03"
"swamp rose mallow",4,"2020-08-03"
"swamp white oak",1,"2020-08-03"
"sweet alyssum",1,"2020-08-03"
"sweet annie",1,"2020-08-03"
"Sweet basil",1,"2020-08-03"
"sweet black-eyed Susan",2,"2020-08-03"
"Sweet Joe-Pye-weed",1,"2020-08-03"
"Sweet violet",1,"2020-08-03"
"Sweet-William",5,"2020-08-03"
"sweetfern",2,"2020-08-03"
"Swiss Cheese Plant",1,"2020-08-03"
"switchgrass",2,"2020-08-03"
"tall bellflower",2,"2020-08-03"
"tall fescue",1,"2020-08-03"
"tall goldenrod",1,"2020-08-03"
"tall hairy agrimony",2,"2020-08-03"
"tall rattlesnakeroot",1,"2020-08-03"
"tall thimbleweed",2,"2020-08-03"
"tamarack",1,"2020-08-03"
"tansy",1,"2020-08-03"
"Tasteless Stonecrop",1,"2020-08-03"
"thimbleberry",1,"2020-08-03"
"three-toothed cinquefoil",1,"2020-08-03"
"Three-way Sedge",1,"2020-08-03"
"tickseed beggar-ticks",1,"2020-08-03"
"tiger lily",1,"2020-08-03"
"Timothy grass",1,"2020-08-03"
"Torrey's bulrush",1,"2020-08-03"
"Tree Stonecrop",1,"2020-08-03"
"trembling aspen",1,"2020-08-03"
"Turtle Vine",1,"2020-08-03"
"upright hedge-parsley",1,"2020-08-03"
"upright yellow woodsorrel",3,"2020-08-03"
"variegated pond-lily",1,"2020-08-03"
"Variegated Yellow Archangel",1,"2020-08-03"
"velvetleaf",2,"2020-08-03"
"viper's-bugloss",1,"2020-08-03"
"virgin's-bower",1,"2020-08-03"
"Virginia chainfern",1,"2020-08-03"
"Virginia creeper",2,"2020-08-03"
"Virginia mountain mint",2,"2020-08-03"
"Virginia strawberry",1,"2020-08-03"
"Wallflower",1,"2020-08-03"
"water horsetail",1,"2020-08-03"
"Water Purslane",1,"2020-08-03"
"water smartweed",1,"2020-08-03"
"white ash",1,"2020-08-03"
"white avens",1,"2020-08-03"
"White Bear Sedge",1,"2020-08-03"
"white campion",4,"2020-08-03"
"white clover",2,"2020-08-03"
"white heath aster",1,"2020-08-03"
"white meadowsweet",2,"2020-08-03"
"white mulberry",1,"2020-08-03"
"white oak",1,"2020-08-03"
"white rattlesnakeroot",2,"2020-08-03"
"white snakeroot",2,"2020-08-03"
"white vervain",2,"2020-08-03"
"white wild indigo",1,"2020-08-03"
"white willow",1,"2020-08-03"
"White Wood Aster",1,"2020-08-03"
"Wiegand's wild rye",1,"2020-08-03"
"Wild Basil",1,"2020-08-03"
"wild bergamot",11,"2020-08-03"
"wild carrot",7,"2020-08-03"
"wild cucumber",2,"2020-08-03"
"wild four o'clock",1,"2020-08-03"
"wild geranium",1,"2020-08-03"
"wild quinine",1,"2020-08-03"
"wild sarsaparilla",2,"2020-08-03"
"wild teasel",1,"2020-08-03"
"winter squash",1,"2020-08-03"
"woodland stonecrop",1,"2020-08-03"
"woodland sunflower",1,"2020-08-03"
"yellow birch",2,"2020-08-03"
"Yellow Daylily",1,"2020-08-03"
"yellow salsify",1,"2020-08-03"
"yellow sweetclover",1,"2020-08-03"
"alder buckthorn",3,"2020-08-04"
"Allegheny blackberry",4,"2020-08-04"
"Allegheny monkeyflower",1,"2020-08-04"
"alternate-leaved dogwood",1,"2020-08-04"
"American beech",3,"2020-08-04"
"American cornmint",1,"2020-08-04"
"American elm",1,"2020-08-04"
"American fly-honeysuckle",1,"2020-08-04"
"American germander",1,"2020-08-04"
"American lopseed",1,"2020-08-04"
"American pokeweed",3,"2020-08-04"
"American senna",1,"2020-08-04"
"American trumpet vine",1,"2020-08-04"
"American white waterlily",1,"2020-08-04"
"American wisteria",1,"2020-08-04"
"American witch-hazel",1,"2020-08-04"
"Amur honeysuckle",1,"2020-08-04"
"Amur Maple",1,"2020-08-04"
"anise hyssop",1,"2020-08-04"
"Anomodon Moss",1,"2020-08-04"
"Asiatic dayflower",2,"2020-08-04"
"autumn olive",2,"2020-08-04"
"balloon flower",3,"2020-08-04"
"barnyardgrass",1,"2020-08-04"
"bearberry",1,"2020-08-04"
"bird's-foot trefoil",2,"2020-08-04"
"bittersweet nightshade",3,"2020-08-04"
"black ash",1,"2020-08-04"
"Black Hawthorn",1,"2020-08-04"
"black locust",2,"2020-08-04"
"black medick",1,"2020-08-04"
"black raspberry",1,"2020-08-04"
"black-eyed Susan",5,"2020-08-04"
"bladder campion",1,"2020-08-04"
"bloodroot",1,"2020-08-04"
"blue lily",1,"2020-08-04"
"blue spruce",1,"2020-08-04"
"blue vervain",4,"2020-08-04"
"bluebead lily",2,"2020-08-04"
"bluestem goldenrod",1,"2020-08-04"
"Bogbean",1,"2020-08-04"
"bottlebrush grass",1,"2020-08-04"
"boxelder maple",2,"2020-08-04"
"Broad-leafed Helleborine",2,"2020-08-04"
"broad-leaved dock",1,"2020-08-04"
"broadleaf cattail",1,"2020-08-04"
"broadleaf enchanter's nightshade",1,"2020-08-04"
"bull thistle",4,"2020-08-04"
"butterfly milkweed",3,"2020-08-04"
"buttonbush",1,"2020-08-04"
"Callery pear",1,"2020-08-04"
"Canada goldenrod",1,"2020-08-04"
"Canada violet",1,"2020-08-04"
"cardinal flower",1,"2020-08-04"
"Carolina horsenettle",1,"2020-08-04"
"Carthusian Pink",1,"2020-08-04"
"chicory",7,"2020-08-04"
"Chinese forget-me-not",1,"2020-08-04"
"chokecherry",2,"2020-08-04"
"Cinnamon Willow-herb",1,"2020-08-04"
"clustered black snakeroot",1,"2020-08-04"
"Clustered Mountainmint",1,"2020-08-04"
"Common Bean",2,"2020-08-04"
"common boneset",2,"2020-08-04"
"common bracken",2,"2020-08-04"
"common buckthorn",2,"2020-08-04"
"common columbine",1,"2020-08-04"
"common cowparsnip",2,"2020-08-04"
"common dandelion",1,"2020-08-04"
"common duckweed",1,"2020-08-04"
"common evening-primrose",3,"2020-08-04"
"common hibiscus",1,"2020-08-04"
"common hoptree",1,"2020-08-04"
"common jewelweed",9,"2020-08-04"
"common milkweed",5,"2020-08-04"
"common mugwort",1,"2020-08-04"
"common ragweed",2,"2020-08-04"
"common selfheal",5,"2020-08-04"
"common soapwort",4,"2020-08-04"
"common St. John's-wort",3,"2020-08-04"
"coriander",1,"2020-08-04"
"corn mint",2,"2020-08-04"
"Creeping Bellflower",1,"2020-08-04"
"creeping thistle",1,"2020-08-04"
"cup plant",2,"2020-08-04"
"cutleaf teasel",1,"2020-08-04"
"daisy fleabane",7,"2020-08-04"
"dense blazing star",1,"2020-08-04"
"early goldenrod",2,"2020-08-04"
"eastern black nightshade",1,"2020-08-04"
"eastern cottonwood",2,"2020-08-04"
"eastern hemlock",1,"2020-08-04"
"eastern redbud",2,"2020-08-04"
"eastern redcedar",1,"2020-08-04"
"eastern skunk cabbage",1,"2020-08-04"
"Eastern Teaberry",2,"2020-08-04"
"Elegant Zinnia",2,"2020-08-04"
"erect bouchetia",1,"2020-08-04"
"European Frog-bit",2,"2020-08-04"
"European Wild Apple",1,"2020-08-04"
"fall phlox",2,"2020-08-04"
"false nettle",1,"2020-08-04"
"false Solomon's seal",3,"2020-08-04"
"Fern-leaf Yarrow",1,"2020-08-04"
"fireweed",3,"2020-08-04"
"flat-topped goldenrod",1,"2020-08-04"
"flower of an hour",1,"2020-08-04"
"flowering spurge",4,"2020-08-04"
"fragrant bedstraw",1,"2020-08-04"
"fringed loosestrife",2,"2020-08-04"
"Ghost Pipes",5,"2020-08-04"
"giant goldenrod",1,"2020-08-04"
"Goose Grass",1,"2020-08-04"
"Goutweed",1,"2020-08-04"
"gray-green thistle",1,"2020-08-04"
"great blue lobelia",3,"2020-08-04"
"great mullein",3,"2020-08-04"
"Greater Musk-mallow",1,"2020-08-04"
"Green Bristle Grass",1,"2020-08-04"
"green carpetweed",1,"2020-08-04"
"grey-headed coneflower",4,"2020-08-04"
"ground-ivy",1,"2020-08-04"
"guelder-rose",1,"2020-08-04"
"Hairy Crabgrass",1,"2020-08-04"
"hairy evening primrose",1,"2020-08-04"
"hardstem bulrush",1,"2020-08-04"
"hedge bindweed",1,"2020-08-04"
"hemp agrimony",1,"2020-08-04"
"herb Robert",1,"2020-08-04"
"hoary alyssum",2,"2020-08-04"
"hoary vervain",1,"2020-08-04"
"Illinois tick-trefoil",1,"2020-08-04"
"interrupted fern",1,"2020-08-04"
"Jack-in-the-pulpit",1,"2020-08-04"
"Japanese barberry",2,"2020-08-04"
"large-leaved aster",2,"2020-08-04"
"large-leaved avens",1,"2020-08-04"
"late figwort",1,"2020-08-04"
"lesser periwinkle",1,"2020-08-04"
"Lesser Purple Fringed Orchid",1,"2020-08-04"
"lizard's tail",1,"2020-08-04"
"lowbush blueberry",2,"2020-08-04"
"Maiden Pink",1,"2020-08-04"
"marsh pea",1,"2020-08-04"
"Marsh Thistle",2,"2020-08-04"
"Maximilian sunflower",1,"2020-08-04"
"mayapple",2,"2020-08-04"
"meadow buttercup",1,"2020-08-04"
"Meadow Fleabane",1,"2020-08-04"
"Missouri Ironweed",1,"2020-08-04"
"Morrow's honeysuckle",1,"2020-08-04"
"moth mullein",1,"2020-08-04"
"multiflora rose",5,"2020-08-04"
"musk mallow",1,"2020-08-04"
"nannyberry",1,"2020-08-04"
"New England Hawkweed",1,"2020-08-04"
"New England Violet",1,"2020-08-04"
"nodding onion",2,"2020-08-04"
"northern catalpa",3,"2020-08-04"
"northern evening-primrose",2,"2020-08-04"
"northern maidenhair fern",1,"2020-08-04"
"northern oak fern",1,"2020-08-04"
"northern red oak",1,"2020-08-04"
"northern spicebush",1,"2020-08-04"
"Northern Water Plantain",1,"2020-08-04"
"Norway maple",1,"2020-08-04"
"Orange Coneflower",3,"2020-08-04"
"Orange-fruited Horse Gentian",1,"2020-08-04"
"orchard grass",1,"2020-08-04"
"Oriental bittersweet",1,"2020-08-04"
"Orpine",1,"2020-08-04"
"ostrich fern",1,"2020-08-04"
"pale jewelweed",3,"2020-08-04"
"petty spurge",1,"2020-08-04"
"pickerelweed",1,"2020-08-04"
"pignut hickory",1,"2020-08-04"
"pin oak",1,"2020-08-04"
"pinesap",1,"2020-08-04"
"plains coreopsis",1,"2020-08-04"
"poison ivy",6,"2020-08-04"
"prairie rosinweed",2,"2020-08-04"
"prickly gooseberry",1,"2020-08-04"
"Purple Bladderwort",1,"2020-08-04"
"purple coneflower",2,"2020-08-04"
"purple crownvetch",2,"2020-08-04"
"purple loosestrife",11,"2020-08-04"
"rattlesnake master",1,"2020-08-04"
"red baneberry",4,"2020-08-04"
"red clover",3,"2020-08-04"
"red maple",4,"2020-08-04"
"red osier dogwood",1,"2020-08-04"
"red pine",1,"2020-08-04"
"ribwort plantain",1,"2020-08-04"
"Richardson's pondweed",1,"2020-08-04"
"riverbank grape",1,"2020-08-04"
"rough blazing star",2,"2020-08-04"
"Running Strawberry-bush",1,"2020-08-04"
"Russian Comfrey",1,"2020-08-04"
"sand cherry",1,"2020-08-04"
"Scarlet Beebalm",1,"2020-08-04"
"Scarlet Sage",1,"2020-08-04"
"seductive entodon moss",1,"2020-08-04"
"sensitive fern",1,"2020-08-04"
"shining clubmoss",1,"2020-08-04"
"showy tick-trefoil",1,"2020-08-04"
"side-flowering skullcap",2,"2020-08-04"
"silky dogwood",1,"2020-08-04"
"Slender Vervain",1,"2020-08-04"
"small white leek",2,"2020-08-04"
"Smooth Ironweed",1,"2020-08-04"
"Smooth Meadow-grass",2,"2020-08-04"
"Snapdragon",1,"2020-08-04"
"Soybean",1,"2020-08-04"
"spatterdock",1,"2020-08-04"
"Spider flower",1,"2020-08-04"
"spinulose wood fern",1,"2020-08-04"
"spotted horse mint",4,"2020-08-04"
"spotted Joe-Pye weed",3,"2020-08-04"
"spotted knapweed",6,"2020-08-04"
"spotted lady's thumb",1,"2020-08-04"
"spotted St. John's wort",1,"2020-08-04"
"staghorn sumac",3,"2020-08-04"
"star-flowered lily-of-the-valley",1,"2020-08-04"
"starflower",1,"2020-08-04"
"stiff-leaved goldenrod",1,"2020-08-04"
"stinging nettle",1,"2020-08-04"
"swamp agrimony",1,"2020-08-04"
"swamp dewberry",2,"2020-08-04"
"swamp loosestrife",2,"2020-08-04"
"swamp milkweed",1,"2020-08-04"
"swamp rose mallow",2,"2020-08-04"
"Sweet Woodruff",1,"2020-08-04"
"Sweet-William",1,"2020-08-04"
"sweetfern",2,"2020-08-04"
"switchgrass",1,"2020-08-04"
"tall bellflower",3,"2020-08-04"
"Tall Ironweed",1,"2020-08-04"
"tansy",2,"2020-08-04"
"Tatarian honeysuckle",1,"2020-08-04"
"thicket creeper",5,"2020-08-04"
"thimbleberry",1,"2020-08-04"
"thyme-leaved speedwell",1,"2020-08-04"
"Timothy grass",1,"2020-08-04"
"tomato",1,"2020-08-04"
"tree-of-heaven",2,"2020-08-04"
"tulip tree",3,"2020-08-04"
"upright yellow woodsorrel",2,"2020-08-04"
"velvetleaf",1,"2020-08-04"
"viper's-bugloss",1,"2020-08-04"
"virgin's-bower",2,"2020-08-04"
"Virginia creeper",2,"2020-08-04"
"Virginia mountain mint",1,"2020-08-04"
"water forget-me-not",2,"2020-08-04"
"water hemlock",1,"2020-08-04"
"Wax begonia",1,"2020-08-04"
"western ragweed",1,"2020-08-04"
"western scouringrush",1,"2020-08-04"
"white avens",2,"2020-08-04"
"white baneberry",2,"2020-08-04"
"White Bear Sedge",1,"2020-08-04"
"white clover",1,"2020-08-04"
"white heath aster",1,"2020-08-04"
"white meadowsweet",2,"2020-08-04"
"white mulberry",2,"2020-08-04"
"white oak",1,"2020-08-04"
"white poplar",2,"2020-08-04"
"white snakeroot",1,"2020-08-04"
"white sweetclover",1,"2020-08-04"
"white vervain",1,"2020-08-04"
"wild bergamot",5,"2020-08-04"
"wild carrot",7,"2020-08-04"
"wild geranium",1,"2020-08-04"
"wild parsnip",1,"2020-08-04"
"wild quinine",1,"2020-08-04"
"wild raisin",1,"2020-08-04"
"wild sarsaparilla",2,"2020-08-04"
"Wild strawberry",1,"2020-08-04"
"wild yam",1,"2020-08-04"
"winged euonymus",1,"2020-08-04"
"wood nettle",3,"2020-08-04"
"woodland pinedrops",1,"2020-08-04"
"woodland sunflower",5,"2020-08-04"
"Yellow Avens",1,"2020-08-04"
"yellow salsify",1,"2020-08-04"
"yellow sweetclover",2,"2020-08-04"
"alder buckthorn",2,"2020-08-05"
"Allegheny blackberry",1,"2020-08-05"
"Allegheny monkeyflower",1,"2020-08-05"
"American beech",1,"2020-08-05"
"American Black Currant",1,"2020-08-05"
"American black elderberry",1,"2020-08-05"
"American bugleweed",1,"2020-08-05"
"American cornmint",3,"2020-08-05"
"American groundnut",1,"2020-08-05"
"American hazelnut",1,"2020-08-05"
"American pokeweed",6,"2020-08-05"
"American searocket",1,"2020-08-05"
"American sweetgum",1,"2020-08-05"
"American sycamore",2,"2020-08-05"
"American trumpet vine",1,"2020-08-05"
"American white waterlily",4,"2020-08-05"
"Annual Honesty",1,"2020-08-05"
"annual wall-rocket",1,"2020-08-05"
"Anomodon Moss",1,"2020-08-05"
"Appalachian barren-strawberry",1,"2020-08-05"
"Arrowhead",1,"2020-08-05"
"baby's-breath",1,"2020-08-05"
"basswood",1,"2020-08-05"
"bearberry",1,"2020-08-05"
"Bifid Hemp-nettle",1,"2020-08-05"
"big bluestem",1,"2020-08-05"
"bird's-foot trefoil",3,"2020-08-05"
"bitternut hickory",1,"2020-08-05"
"bittersweet nightshade",5,"2020-08-05"
"black ash",1,"2020-08-05"
"black chokeberry",1,"2020-08-05"
"black huckleberry",1,"2020-08-05"
"black oak",1,"2020-08-05"
"black raspberry",1,"2020-08-05"
"black-eyed Susan",3,"2020-08-05"
"bloodroot",1,"2020-08-05"
"blue cohosh",3,"2020-08-05"
"blue vervain",6,"2020-08-05"
"blue water-speedwell",1,"2020-08-05"
"blue wild indigo",1,"2020-08-05"
"bluebead lily",1,"2020-08-05"
"boxelder maple",1,"2020-08-05"
"Bristly locust",1,"2020-08-05"
"Broad-leafed Helleborine",4,"2020-08-05"
"broad-leaved goldenrod",1,"2020-08-05"
"broadleaf arrowhead",2,"2020-08-05"
"broadleaf cattail",4,"2020-08-05"
"broadleaf enchanter's nightshade",1,"2020-08-05"
"bull thistle",2,"2020-08-05"
"bur oak",1,"2020-08-05"
"Butterfly bush",1,"2020-08-05"
"butterfly milkweed",1,"2020-08-05"
"buttonbush",4,"2020-08-05"
"calico aster",1,"2020-08-05"
"Canada clearweed",1,"2020-08-05"
"Canadian yew",1,"2020-08-05"
"cardinal flower",4,"2020-08-05"
"Catnip",2,"2020-08-05"
"chestnut oak",1,"2020-08-05"
"chicory",4,"2020-08-05"
"China Rose",1,"2020-08-05"
"Chinese arborvitae",1,"2020-08-05"
"Christmas fern",1,"2020-08-05"
"common boneset",3,"2020-08-05"
"common bracken",2,"2020-08-05"
"Common Cat's-ear",1,"2020-08-05"
"common cowparsnip",1,"2020-08-05"
"common evening-primrose",5,"2020-08-05"
"Common Figwort",1,"2020-08-05"
"Common hemp-nettle",1,"2020-08-05"
"common hoptree",1,"2020-08-05"
"common jewelweed",6,"2020-08-05"
"common lamb's-quarters",1,"2020-08-05"
"common maidenhair fern",1,"2020-08-05"
"common milkweed",5,"2020-08-05"
"common motherwort",1,"2020-08-05"
"common mugwort",1,"2020-08-05"
"common ragweed",1,"2020-08-05"
"common selfheal",3,"2020-08-05"
"common soapwort",2,"2020-08-05"
"common St. John's-wort",3,"2020-08-05"
"common sunflower",1,"2020-08-05"
"common toadflax",4,"2020-08-05"
"common yarrow",2,"2020-08-05"
"coontail",1,"2020-08-05"
"creeping thistle",3,"2020-08-05"
"crested wood fern",1,"2020-08-05"
"Culver's root",2,"2020-08-05"
"curled dock",1,"2020-08-05"
"cutleaf coneflower",1,"2020-08-05"
"daisy fleabane",6,"2020-08-05"
"dame's rocket",1,"2020-08-05"
"dark green bulrush",2,"2020-08-05"
"ditch stonecrop",1,"2020-08-05"
"dotted knotweed",1,"2020-08-05"
"dwarf mallow",1,"2020-08-05"
"early goldenrod",1,"2020-08-05"
"eastern black nightshade",1,"2020-08-05"
"eastern cottonwood",1,"2020-08-05"
"eastern hemlock",1,"2020-08-05"
"eastern redbud",2,"2020-08-05"
"eastern white pine",1,"2020-08-05"
"European raspberry",1,"2020-08-05"
"fall phlox",2,"2020-08-05"
"false nettle",2,"2020-08-05"
"false Solomon's seal",2,"2020-08-05"
"Fen Grass of Parnassus",1,"2020-08-05"
"Fern-leaf Yarrow",1,"2020-08-05"
"field wormwood",1,"2020-08-05"
"fireweed",2,"2020-08-05"
"flat-top white aster",1,"2020-08-05"
"flat-topped goldenrod",1,"2020-08-05"
"Flattened Meadow-grass",1,"2020-08-05"
"flower of an hour",2,"2020-08-05"
"flowering spurge",2,"2020-08-05"
"Flowering-rush",1,"2020-08-05"
"Fragrant flatsedge",1,"2020-08-05"
"fringed loosestrife",2,"2020-08-05"
"fringed sedge",1,"2020-08-05"
"Ghost Pipes",8,"2020-08-05"
"giant goldenrod",1,"2020-08-05"
"gray dogwood",1,"2020-08-05"
"great blue lobelia",2,"2020-08-05"
"great mullein",5,"2020-08-05"
"Great Willowherb",3,"2020-08-05"
"greater burdock",1,"2020-08-05"
"Greater celandine",1,"2020-08-05"
"greater plantain",1,"2020-08-05"
"Greater Water Dock",1,"2020-08-05"
"Green Arrow Arum",1,"2020-08-05"
"Green Bristle Grass",2,"2020-08-05"
"grey-headed coneflower",3,"2020-08-05"
"guelder-rose",2,"2020-08-05"
"Hairy Wood Mint",1,"2020-08-05"
"hairy woodrush",1,"2020-08-05"
"Harebell",3,"2020-08-05"
"hedge bindweed",1,"2020-08-05"
"Heller's Rosette Grass",1,"2020-08-05"
"Hollyhock",1,"2020-08-05"
"honey locust",1,"2020-08-05"
"hop sedge",1,"2020-08-05"
"horseweed",2,"2020-08-05"
"hybrid bulrush",1,"2020-08-05"
"intermediate wood fern",1,"2020-08-05"
"inundated bog clubmoss",1,"2020-08-05"
"Jack pine",1,"2020-08-05"
"jade plant",1,"2020-08-05"
"Japanese barberry",1,"2020-08-05"
"Japanese creeper",1,"2020-08-05"
"Japanese knotweed",2,"2020-08-05"
"Japanese Spiraea",1,"2020-08-05"
"Kalm's Lobelia",2,"2020-08-05"
"Kalm's St. John's-wort",1,"2020-08-05"
"leadplant",1,"2020-08-05"
"leafcup",1,"2020-08-05"
"lesser burdock",1,"2020-08-05"
"Lesser Centaury",1,"2020-08-05"
"long-leaved groundcherry",2,"2020-08-05"
"Longleaf Pondweed",1,"2020-08-05"
"marsh hedge nettle",1,"2020-08-05"
"Marsh Skullcap",2,"2020-08-05"
"mophead hydrangea",1,"2020-08-05"
"moth mullein",1,"2020-08-05"
"Mountain Currant",1,"2020-08-05"
"musk mallow",1,"2020-08-05"
"narrow-leaved cattail",1,"2020-08-05"
"narrowleaf cow wheat",1,"2020-08-05"
"nodding onion",1,"2020-08-05"
"nodding trillium",1,"2020-08-05"
"northern evening-primrose",2,"2020-08-05"
"Northern Purple Pitcher Plant",1,"2020-08-05"
"Northern Sumac",1,"2020-08-05"
"oakleaf hydrangea",1,"2020-08-05"
"opium poppy",1,"2020-08-05"
"orange day-lily",2,"2020-08-05"
"orange hawkweed",1,"2020-08-05"
"oxeye daisy",1,"2020-08-05"
"pale jewelweed",1,"2020-08-05"
"Perennial Sow Thistle",1,"2020-08-05"
"pickerelweed",1,"2020-08-05"
"pinkweed",1,"2020-08-05"
"pointed-leaved tick-trefoil",2,"2020-08-05"
"poison ivy",3,"2020-08-05"
"prairie blazing star",1,"2020-08-05"
"prairie dock",1,"2020-08-05"
"prairie rosinweed",1,"2020-08-05"
"prickly lettuce",1,"2020-08-05"
"purple coneflower",2,"2020-08-05"
"purple crownvetch",1,"2020-08-05"
"purple loosestrife",6,"2020-08-05"
"purple meadow-rue",1,"2020-08-05"
"purple rattlesnakeroot",1,"2020-08-05"
"purple-flowered raspberry",1,"2020-08-05"
"red baneberry",1,"2020-08-05"
"red clover",1,"2020-08-05"
"red maple",2,"2020-08-05"
"Redroot Pigweed",1,"2020-08-05"
"retrorse sedge",1,"2020-08-05"
"riverbank grape",1,"2020-08-05"
"Root Beer Plant",2,"2020-08-05"
"rough blazing star",1,"2020-08-05"
"rough cinquefoil",1,"2020-08-05"
"round-leaved sundew",3,"2020-08-05"
"sand cherry",2,"2020-08-05"
"scarlet pimpernel",2,"2020-08-05"
"Scarlet Rosemallow",2,"2020-08-05"
"sensitive fern",2,"2020-08-05"
"shining clubmoss",1,"2020-08-05"
"shining sumac",1,"2020-08-05"
"shrubby cinquefoil",2,"2020-08-05"
"shrubby St. John's-wort",1,"2020-08-05"
"side-flowering skullcap",1,"2020-08-05"
"silky dogwood",1,"2020-08-05"
"silver maple",1,"2020-08-05"
"Slender Path Rush",1,"2020-08-05"
"Slender Vervain",1,"2020-08-05"
"slender yellow woodsorrel",1,"2020-08-05"
"small green wood orchid",1,"2020-08-05"
"small white leek",2,"2020-08-05"
"Small-flowered Crane's-bill",1,"2020-08-05"
"smooth blue aster",1,"2020-08-05"
"Smooth Ironweed",1,"2020-08-05"
"Southern bush honeysuckle",1,"2020-08-05"
"Spider flower",1,"2020-08-05"
"spotted horse mint",1,"2020-08-05"
"spotted Joe-Pye weed",6,"2020-08-05"
"spotted knapweed",7,"2020-08-05"
"staghorn sumac",1,"2020-08-05"
"stickseed",1,"2020-08-05"
"stout wood reed",1,"2020-08-05"
"sulphur cinquefoil",1,"2020-08-05"
"swamp agrimony",1,"2020-08-05"
"Swamp Laurel",1,"2020-08-05"
"swamp loosestrife",3,"2020-08-05"
"swamp milkweed",4,"2020-08-05"
"swamp rose mallow",4,"2020-08-05"
"swamp thistle",1,"2020-08-05"
"sweet everlasting",1,"2020-08-05"
"Sweet Woodruff",1,"2020-08-05"
"tall bellflower",1,"2020-08-05"
"tall coreopsis",1,"2020-08-05"
"tall hairy agrimony",1,"2020-08-05"
"tall thimbleweed",1,"2020-08-05"
"tansy",1,"2020-08-05"
"Three-way Sedge",1,"2020-08-05"
"tree-of-heaven",4,"2020-08-05"
"Tuberous Grass-pink",1,"2020-08-05"
"tulip tree",3,"2020-08-05"
"upright yellow woodsorrel",1,"2020-08-05"
"variegated pond-lily",2,"2020-08-05"
"virgin's-bower",1,"2020-08-05"
"Virginia mountain mint",1,"2020-08-05"
"Virginia pepperweed",1,"2020-08-05"
"Virginia wildrye",2,"2020-08-05"
"water forget-me-not",2,"2020-08-05"
"water hemlock",1,"2020-08-05"
"water parsnip",1,"2020-08-05"
"Water Purslane",1,"2020-08-05"
"white avens",1,"2020-08-05"
"white bog violet",1,"2020-08-05"
"white campion",1,"2020-08-05"
"white clover",3,"2020-08-05"
"white meadowsweet",1,"2020-08-05"
"white turtlehead",1,"2020-08-05"
"white vervain",2,"2020-08-05"
"Whorled Coreopsis",1,"2020-08-05"
"wild asparagus",1,"2020-08-05"
"wild bergamot",3,"2020-08-05"
"wild carrot",6,"2020-08-05"
"wild hydrangea",1,"2020-08-05"
"wild teasel",2,"2020-08-05"
"wild yam",1,"2020-08-05"
"winged euonymus",2,"2020-08-05"
"winterberry holly",1,"2020-08-05"
"wood nettle",1,"2020-08-05"
"woolgrass",1,"2020-08-05"
"woolly hedgenettle",1,"2020-08-05"
"yellow birch",1,"2020-08-05"
"alder buckthorn",2,"2020-08-06"
"alfalfa",1,"2020-08-06"
"Allegheny blackberry",1,"2020-08-06"
"Alsike clover",1,"2020-08-06"
"American beech",1,"2020-08-06"
"American bladdernut",1,"2020-08-06"
"American brooklime",1,"2020-08-06"
"American groundnut",1,"2020-08-06"
"American jumpseed",3,"2020-08-06"
"American mountain ash",1,"2020-08-06"
"American plum",1,"2020-08-06"
"American pokeweed",5,"2020-08-06"
"American pumpkin",1,"2020-08-06"
"American spikenard",3,"2020-08-06"
"Amur honeysuckle",2,"2020-08-06"
"anise hyssop",1,"2020-08-06"
"Asiatic dayflower",1,"2020-08-06"
"Baby Sage",1,"2020-08-06"
"baby's-breath",1,"2020-08-06"
"balloon flower",1,"2020-08-06"
"balsam fir",1,"2020-08-06"
"balsam poplar",1,"2020-08-06"
